calldate,oa_p2a,momt,opr,sms_count,idr
2026-04-12,GOJEK,MO,GAH,29839,7382907.0
2026-04-12,GOJEK,MT,GAH,30238,5106820.0
2026-04-12,DANA,MO,GAH,3883,822760.0
2026-04-12,DANA,MT,GAH,11326,2389453.0
2026-04-12,TOKOPEDIA,MO,GAH,37651,9408646.0
2026-04-12,TOKOPEDIA,MT,GAH,33688,7519660.0
2026-04-12,SHOPEE,MO,GAH,4076,743878.0
2026-04-12,SHOPEE,MT,GAH,19070,3177937.0
2026-04-12,TOKOPEDIA,MO,INS,38839,7811826.0
2026-04-12,TOKOPEDIA,MT,INS,16721,3929952.0
2026-04-12,INDOSAT_MKT,MO,INS,13513,2645533.0
2026-04-12,INDOSAT_MKT,MT,INS,20871,3496333.0
2026-04-12,BANK_BCA,MO,INS,14043,2559652.0
2026-04-12,BANK_BCA,MT,INS,21995,3441806.0
2026-04-12,GRAB,MO,INS,4562,778737.0
2026-04-12,GRAB,MT,INS,29224,5725545.0
2026-04-12,MYXL,MO,INS,34594,8612914.0
2026-04-12,MYXL,MT,INS,17367,4294521.0
2026-04-12,SHOPEE,MO,INS,35221,7542152.0
2026-04-12,SHOPEE,MT,INS,25431,6032451.0
2026-04-12,SHOPEE,MO,MVN,4657,1016168.0
2026-04-12,SHOPEE,MT,MVN,27051,6403141.0
2026-04-12,OVO,MO,MVN,27249,6436674.0
2026-04-12,OVO,MT,MVN,6609,1508863.0
2026-04-12,TOKOPEDIA,MO,MVN,16820,4008807.0
2026-04-12,TOKOPEDIA,MT,MVN,44142,7155339.0
2026-04-12,BANK_BCA,MO,MVN,37075,8211238.0
2026-04-12,BANK_BCA,MT,MVN,30157,5973521.0
2026-04-12,MYXL,MO,TLG,28653,5442435.0
2026-04-12,MYXL,MT,TLG,31984,6810251.0
2026-04-12,DANA,MO,TLG,28935,5580371.0
2026-04-12,DANA,MT,TLG,10702,1716197.0
2026-04-12,BANK_BCA,MO,TLG,21729,4906279.0
2026-04-12,BANK_BCA,MT,TLG,10318,2292654.0
2026-04-12,DANA,MO,TLI,16671,2941611.0
2026-04-12,DANA,MT,TLI,24316,5208574.0
2026-04-12,INDOSAT_MKT,MO,TLI,7648,1497663.0
2026-04-12,INDOSAT_MKT,MT,TLI,35415,7977238.0
2026-04-12,GOJEK,MO,TLI,17526,3229065.0
2026-04-12,GOJEK,MT,TLI,31787,5819123.0
2026-04-12,TOKOPEDIA,MO,TLI,28578,6285907.0
2026-04-12,TOKOPEDIA,MT,TLI,40061,7112025.0
2026-04-12,SHOPEE,MO,TLI,4609,1042244.0
2026-04-12,SHOPEE,MT,TLI,15298,3092918.0
2026-04-12,SHOPEE,MO,TSV,21498,3883964.0
2026-04-12,SHOPEE,MT,TSV,11066,2288050.0
2026-04-12,INDOSAT_MKT,MO,TSV,22169,4379009.0
2026-04-12,INDOSAT_MKT,MT,TSV,32953,7161605.0
2026-04-12,GRAB,MO,TSV,14732,3305468.0
2026-04-12,GRAB,MT,TSV,10280,1692629.0
2026-04-13,DANA,MO,GAH,37634,6203451.0
2026-04-13,DANA,MT,GAH,7118,1252356.0
2026-04-13,MYXL,MO,GAH,61768,13869740.0
2026-04-13,MYXL,MT,GAH,69567,13258389.0
2026-04-13,SHOPEE,MO,GAH,26630,6584010.0
2026-04-13,SHOPEE,MT,GAH,25253,5270643.0
2026-04-13,BANK_BCA,MO,GAH,75549,13706827.0
2026-04-13,BANK_BCA,MT,GAH,50371,9459567.0
2026-04-13,TOKOPEDIA,MO,GAH,66724,14334827.0
2026-04-13,TOKOPEDIA,MT,GAH,73737,14615060.0
2026-04-13,DANA,MO,INS,32536,5610215.0
2026-04-13,DANA,MT,INS,41884,8831833.0
2026-04-13,BANK_BCA,MO,INS,21576,4638833.0
2026-04-13,BANK_BCA,MT,INS,56091,11211414.0
2026-04-13,TOKOPEDIA,MO,INS,82759,19967285.0
2026-04-13,TOKOPEDIA,MT,INS,6898,1614116.0
2026-04-13,GOJEK,MO,INS,62036,14877068.0
2026-04-13,GOJEK,MT,INS,31704,5908232.0
2026-04-13,OVO,MO,INS,9750,1851029.0
2026-04-13,OVO,MT,INS,19263,4723342.0
2026-04-13,LAZADA,MO,INS,66557,10430798.0
2026-04-13,LAZADA,MT,INS,72411,17825099.0
2026-04-13,TOKOPEDIA,MO,MVN,36349,8350346.0
2026-04-13,TOKOPEDIA,MT,MVN,30496,6677706.0
2026-04-13,BANK_BCA,MO,MVN,40962,7079626.0
2026-04-13,BANK_BCA,MT,MVN,62137,10423051.0
2026-04-13,OVO,MO,MVN,43450,8915834.0
2026-04-13,OVO,MT,MVN,17183,3854337.0
2026-04-13,MYXL,MO,MVN,13179,3171053.0
2026-04-13,MYXL,MT,MVN,21900,4429401.0
2026-04-13,DANA,MO,MVN,13945,2381432.0
2026-04-13,DANA,MT,MVN,38176,7962282.0
2026-04-13,LAZADA,MO,MVN,82933,16290291.0
2026-04-13,LAZADA,MT,MVN,68952,16421889.0
2026-04-13,INDOSAT_MKT,MO,MVN,12300,2237196.0
2026-04-13,INDOSAT_MKT,MT,MVN,13803,2341577.0
2026-04-13,OVO,MO,TLG,28189,4509890.0
2026-04-13,OVO,MT,TLG,33142,6954165.0
2026-04-13,TOKOPEDIA,MO,TLG,44924,9296255.0
2026-04-13,TOKOPEDIA,MT,TLG,79224,18705888.0
2026-04-13,LAZADA,MO,TLG,19255,4274574.0
2026-04-13,LAZADA,MT,TLG,55894,12729276.0
2026-04-13,LAZADA,MO,TLI,59961,12599930.0
2026-04-13,LAZADA,MT,TLI,55133,11749549.0
2026-04-13,OVO,MO,TLI,47632,9561138.0
2026-04-13,OVO,MT,TLI,72513,12934548.0
2026-04-13,BANK_BCA,MO,TLI,47792,8431464.0
2026-04-13,BANK_BCA,MT,TLI,82033,14347752.0
2026-04-13,GOJEK,MO,TLI,39013,8496417.0
2026-04-13,GOJEK,MT,TLI,69868,12637752.0
2026-04-13,TOKOPEDIA,MO,TSV,61562,12286470.0
2026-04-13,TOKOPEDIA,MT,TSV,25227,3949437.0
2026-04-13,GOJEK,MO,TSV,63534,13805787.0
2026-04-13,GOJEK,MT,TSV,15179,3681356.0
2026-04-13,OVO,MO,TSV,60474,11141922.0
2026-04-13,OVO,MT,TSV,68071,15809882.0
2026-04-13,BANK_BCA,MO,TSV,32043,7301933.0
2026-04-13,BANK_BCA,MT,TSV,41755,7153535.0
2026-04-13,GRAB,MO,TSV,61557,11113401.0
2026-04-13,GRAB,MT,TSV,60711,11971454.0
2026-04-13,MYXL,MO,TSV,43775,10626607.0
2026-04-13,MYXL,MT,TSV,32614,6754387.0
2026-04-14,INDOSAT_MKT,MO,GAH,58179,13298621.0
2026-04-14,INDOSAT_MKT,MT,GAH,24553,5180986.0
2026-04-14,GOJEK,MO,GAH,25081,4578991.0
2026-04-14,GOJEK,MT,GAH,75365,18699220.0
2026-04-14,SHOPEE,MO,GAH,65850,15012186.0
2026-04-14,SHOPEE,MT,GAH,32427,5605732.0
2026-04-14,DANA,MO,GAH,37996,7492742.0
2026-04-14,DANA,MT,GAH,45752,8559244.0
2026-04-14,INDOSAT_MKT,MO,INS,55167,11382532.0
2026-04-14,INDOSAT_MKT,MT,INS,70003,10540159.0
2026-04-14,LAZADA,MO,INS,54279,8442053.0
2026-04-14,LAZADA,MT,INS,58338,10813601.0
2026-04-14,GRAB,MO,INS,24637,6097622.0
2026-04-14,GRAB,MT,INS,38519,5852884.0
2026-04-14,SHOPEE,MO,INS,25686,4388733.0
2026-04-14,SHOPEE,MT,INS,36892,6621365.0
2026-04-14,GOJEK,MO,INS,59506,9066804.0
2026-04-14,GOJEK,MT,INS,58976,13510930.0
2026-04-14,GRAB,MO,MVN,64918,12594762.0
2026-04-14,GRAB,MT,MVN,44694,7181586.0
2026-04-14,LAZADA,MO,MVN,35648,5919058.0
2026-04-14,LAZADA,MT,MVN,64409,15725420.0
2026-04-14,SHOPEE,MO,MVN,67582,16571413.0
2026-04-14,SHOPEE,MT,MVN,11879,2709871.0
2026-04-14,DANA,MO,MVN,69493,15203685.0
2026-04-14,DANA,MT,MVN,74531,13041778.0
2026-04-14,TOKOPEDIA,MO,MVN,60434,9423575.0
2026-04-14,TOKOPEDIA,MT,MVN,11729,2509570.0
2026-04-14,GRAB,MO,TLG,59987,9803584.0
2026-04-14,GRAB,MT,TLG,14788,2698138.0
2026-04-14,INDOSAT_MKT,MO,TLG,59868,13915183.0
2026-04-14,INDOSAT_MKT,MT,TLG,22049,4607818.0
2026-04-14,OVO,MO,TLG,30665,6322621.0
2026-04-14,OVO,MT,TLG,64936,11332804.0
2026-04-14,GOJEK,MO,TLG,79404,17967435.0
2026-04-14,GOJEK,MT,TLG,41147,8462598.0
2026-04-14,BANK_BCA,MO,TLG,44452,9733077.0
2026-04-14,BANK_BCA,MT,TLG,22224,5049517.0
2026-04-14,INDOSAT_MKT,MO,TLI,31451,5296789.0
2026-04-14,INDOSAT_MKT,MT,TLI,58424,10093811.0
2026-04-14,LAZADA,MO,TLI,61839,11335164.0
2026-04-14,LAZADA,MT,TLI,39003,6846422.0
2026-04-14,OVO,MO,TLI,7851,1287776.0
2026-04-14,OVO,MT,TLI,53375,10287129.0
2026-04-14,BANK_BCA,MO,TSV,102384,19833899.0
2026-04-14,BANK_BCA,MT,TSV,8217,2021208.0
2026-04-14,GRAB,MO,TSV,45816,10492494.0
2026-04-14,GRAB,MT,TSV,72377,12902260.0
2026-04-14,LAZADA,MO,TSV,51670,11028310.0
2026-04-14,LAZADA,MT,TSV,16329,3372439.0
2026-04-14,MYXL,MO,TSV,92307,21051426.0
2026-04-14,MYXL,MT,TSV,78479,13013575.0
2026-04-14,GOJEK,MO,TSV,64669,15173283.0
2026-04-14,GOJEK,MT,TSV,16074,3333627.0
2026-04-14,OVO,MO,TSV,68444,14441899.0
2026-04-14,OVO,MT,TSV,36228,8158210.0
2026-04-15,MYXL,MO,GAH,12534,2107810.0
2026-04-15,MYXL,MT,GAH,55496,10844180.0
2026-04-15,OVO,MO,GAH,62784,15001590.0
2026-04-15,OVO,MT,GAH,62447,12956115.0
2026-04-15,GRAB,MO,GAH,5772,1225794.0
2026-04-15,GRAB,MT,GAH,51384,7804570.0
2026-04-15,INDOSAT_MKT,MO,GAH,37113,6763415.0
2026-04-15,INDOSAT_MKT,MT,GAH,26343,4633346.0
2026-04-15,TOKOPEDIA,MO,GAH,37539,7824541.0
2026-04-15,TOKOPEDIA,MT,GAH,47746,9703726.0
2026-04-15,GOJEK,MO,GAH,29382,6669502.0
2026-04-15,GOJEK,MT,GAH,43458,10400558.0
2026-04-15,GOJEK,MO,INS,9128,1856108.0
2026-04-15,GOJEK,MT,INS,10602,2416687.0
2026-04-15,SHOPEE,MO,INS,68468,12656444.0
2026-04-15,SHOPEE,MT,INS,13319,2433995.0
2026-04-15,LAZADA,MO,INS,44168,10726046.0
2026-04-15,LAZADA,MT,INS,27567,4691080.0
2026-04-15,TOKOPEDIA,MO,INS,24243,4665041.0
2026-04-15,TOKOPEDIA,MT,INS,35934,6227286.0
2026-04-15,OVO,MO,INS,32092,7292411.0
2026-04-15,OVO,MT,INS,7943,1300517.0
2026-04-15,DANA,MO,INS,52435,8510778.0
2026-04-15,DANA,MT,INS,65121,9933713.0
2026-04-15,BANK_BCA,MO,INS,36389,6842648.0
2026-04-15,BANK_BCA,MT,INS,58612,11362211.0
2026-04-15,SHOPEE,MO,MVN,28711,5761446.0
2026-04-15,SHOPEE,MT,MVN,75732,12281487.0
2026-04-15,DANA,MO,MVN,36345,5889192.0
2026-04-15,DANA,MT,MVN,63450,14216873.0
2026-04-15,TOKOPEDIA,MO,MVN,57650,12969420.0
2026-04-15,TOKOPEDIA,MT,MVN,43984,8423498.0
2026-04-15,BANK_BCA,MO,MVN,28217,7012354.0
2026-04-15,BANK_BCA,MT,MVN,76614,14249120.0
2026-04-15,GRAB,MO,TLG,61885,14254663.0
2026-04-15,GRAB,MT,TLG,72341,17807235.0
2026-04-15,TOKOPEDIA,MO,TLG,15941,2956547.0
2026-04-15,TOKOPEDIA,MT,TLG,48818,11406495.0
2026-04-15,OVO,MO,TLG,59367,14520816.0
2026-04-15,OVO,MT,TLG,47891,8282072.0
2026-04-15,BANK_BCA,MO,TLG,13706,2947383.0
2026-04-15,BANK_BCA,MT,TLG,48994,11640689.0
2026-04-15,DANA,MO,TLG,6527,1599969.0
2026-04-15,DANA,MT,TLG,41330,9215057.0
2026-04-15,BANK_BCA,MO,TLI,5816,946815.0
2026-04-15,BANK_BCA,MT,TLI,27089,4443193.0
2026-04-15,GOJEK,MO,TLI,73415,16608586.0
2026-04-15,GOJEK,MT,TLI,13799,2892553.0
2026-04-15,SHOPEE,MO,TLI,37763,8936029.0
2026-04-15,SHOPEE,MT,TLI,45220,8463846.0
2026-04-15,TOKOPEDIA,MO,TLI,52152,12116217.0
2026-04-15,TOKOPEDIA,MT,TLI,68123,11393027.0
2026-04-15,MYXL,MO,TLI,68556,16901112.0
2026-04-15,MYXL,MT,TLI,31426,5861163.0
2026-04-15,GOJEK,MO,TSV,36744,6636205.0
2026-04-15,GOJEK,MT,TSV,56375,13580630.0
2026-04-15,BANK_BCA,MO,TSV,33808,7173765.0
2026-04-15,BANK_BCA,MT,TSV,7930,1810632.0
2026-04-15,OVO,MO,TSV,54871,8387015.0
2026-04-15,OVO,MT,TSV,65541,10055449.0
2026-04-16,DANA,MO,GAH,74426,12427209.0
2026-04-16,DANA,MT,GAH,19497,2953676.0
2026-04-16,BANK_BCA,MO,GAH,36569,5822238.0
2026-04-16,BANK_BCA,MT,GAH,14074,2269307.0
2026-04-16,LAZADA,MO,GAH,65943,12954063.0
2026-04-16,LAZADA,MT,GAH,57546,13558646.0
2026-04-16,OVO,MO,GAH,81813,15875124.0
2026-04-16,OVO,MT,GAH,5375,973644.0
2026-04-16,MYXL,MO,INS,17181,3398041.0
2026-04-16,MYXL,MT,INS,88516,15014855.0
2026-04-16,GOJEK,MO,INS,33309,6710878.0
2026-04-16,GOJEK,MT,INS,21672,3739616.0
2026-04-16,INDOSAT_MKT,MO,INS,14574,3269218.0
2026-04-16,INDOSAT_MKT,MT,INS,52261,9314477.0
2026-04-16,OVO,MO,INS,18280,3198596.0
2026-04-16,OVO,MT,INS,42525,7163875.0
2026-04-16,LAZADA,MO,INS,40886,7476519.0
2026-04-16,LAZADA,MT,INS,66809,14486572.0
2026-04-16,GRAB,MO,INS,68342,13783928.0
2026-04-16,GRAB,MT,INS,38919,8795280.0
2026-04-16,INDOSAT_MKT,MO,MVN,20404,4242744.0
2026-04-16,INDOSAT_MKT,MT,MVN,9275,2084961.0
2026-04-16,DANA,MO,MVN,54391,11595510.0
2026-04-16,DANA,MT,MVN,32609,8085501.0
2026-04-16,LAZADA,MO,MVN,7030,1154997.0
2026-04-16,LAZADA,MT,MVN,8336,1946772.0
2026-04-16,OVO,MO,MVN,40093,6662996.0
2026-04-16,OVO,MT,MVN,48268,7296734.0
2026-04-16,OVO,MO,TLG,65532,16335154.0
2026-04-16,OVO,MT,TLG,64340,13648525.0
2026-04-16,INDOSAT_MKT,MO,TLG,72585,14080496.0
2026-04-16,INDOSAT_MKT,MT,TLG,42515,9163940.0
2026-04-16,SHOPEE,MO,TLG,75879,18392202.0
2026-04-16,SHOPEE,MT,TLG,40608,10138541.0
2026-04-16,GRAB,MO,TLG,27835,4885834.0
2026-04-16,GRAB,MT,TLG,67121,15249943.0
2026-04-16,MYXL,MO,TLG,66470,14379110.0
2026-04-16,MYXL,MT,TLG,55826,12634927.0
2026-04-16,LAZADA,MO,TLG,36409,5691155.0
2026-04-16,LAZADA,MT,TLG,50261,9682855.0
2026-04-16,GRAB,MO,TLI,32986,8164325.0
2026-04-16,GRAB,MT,TLI,17997,2916014.0
2026-04-16,GOJEK,MO,TLI,42239,6869325.0
2026-04-16,GOJEK,MT,TLI,54460,9841088.0
2026-04-16,TOKOPEDIA,MO,TLI,55616,11419625.0
2026-04-16,TOKOPEDIA,MT,TLI,16553,4082454.0
2026-04-16,GOJEK,MO,TSV,25758,5752823.0
2026-04-16,GOJEK,MT,TSV,48506,9825253.0
2026-04-16,DANA,MO,TSV,24071,4965566.0
2026-04-16,DANA,MT,TSV,87025,17622956.0
2026-04-16,SHOPEE,MO,TSV,72823,13564421.0
2026-04-16,SHOPEE,MT,TSV,27453,6022350.0
2026-04-16,TOKOPEDIA,MO,TSV,59673,9946018.0
2026-04-16,TOKOPEDIA,MT,TSV,25894,4143398.0
2026-04-16,INDOSAT_MKT,MO,TSV,28349,6052249.0
2026-04-16,INDOSAT_MKT,MT,TSV,35957,8425584.0
2026-04-16,GRAB,MO,TSV,25346,5172666.0
2026-04-16,GRAB,MT,TSV,67616,15945849.0
2026-04-16,BANK_BCA,MO,TSV,39254,6080100.0
2026-04-16,BANK_BCA,MT,TSV,62692,11262595.0
2026-04-17,DANA,MO,GAH,12395,2170773.0
2026-04-17,DANA,MT,GAH,70799,15350074.0
2026-04-17,OVO,MO,GAH,26513,6424238.0
2026-04-17,OVO,MT,GAH,13378,2085927.0
2026-04-17,GRAB,MO,GAH,58516,9598399.0
2026-04-17,GRAB,MT,GAH,68812,15981183.0
2026-04-17,GOJEK,MO,GAH,37007,6998905.0
2026-04-17,GOJEK,MT,GAH,23495,5042226.0
2026-04-17,TOKOPEDIA,MO,GAH,55178,11540017.0
2026-04-17,TOKOPEDIA,MT,GAH,31952,7458648.0
2026-04-17,LAZADA,MO,GAH,16185,2794025.0
2026-04-17,LAZADA,MT,GAH,39952,6553887.0
2026-04-17,BANK_BCA,MO,GAH,54800,8896623.0
2026-04-17,BANK_BCA,MT,GAH,28858,4922687.0
2026-04-17,MYXL,MO,INS,17842,3605191.0
2026-04-17,MYXL,MT,INS,65415,10483488.0
2026-04-17,INDOSAT_MKT,MO,INS,59431,10294526.0
2026-04-17,INDOSAT_MKT,MT,INS,62021,11156475.0
2026-04-17,BANK_BCA,MO,INS,22288,4549559.0
2026-04-17,BANK_BCA,MT,INS,69328,11464609.0
2026-04-17,GRAB,MO,INS,62538,14854248.0
2026-04-17,GRAB,MT,INS,8037,1512163.0
2026-04-17,TOKOPEDIA,MO,MVN,73063,16500983.0
2026-04-17,TOKOPEDIA,MT,MVN,32524,6579083.0
2026-04-17,OVO,MO,MVN,15635,3905006.0
2026-04-17,OVO,MT,MVN,49264,8578304.0
2026-04-17,DANA,MO,MVN,63474,14832027.0
2026-04-17,DANA,MT,MVN,72075,13850466.0
2026-04-17,MYXL,MO,MVN,20369,4817609.0
2026-04-17,MYXL,MT,MVN,41822,9796072.0
2026-04-17,LAZADA,MO,MVN,46718,11234424.0
2026-04-17,LAZADA,MT,MVN,60737,11107763.0
2026-04-17,INDOSAT_MKT,MO,TLG,59506,10370374.0
2026-04-17,INDOSAT_MKT,MT,TLG,54658,9408763.0
2026-04-17,TOKOPEDIA,MO,TLG,57527,12458211.0
2026-04-17,TOKOPEDIA,MT,TLG,18927,4726645.0
2026-04-17,BANK_BCA,MO,TLG,69654,14353396.0
2026-04-17,BANK_BCA,MT,TLG,80317,15066042.0
2026-04-17,OVO,MO,TLG,62718,14866634.0
2026-04-17,OVO,MT,TLG,59575,9187068.0
2026-04-17,LAZADA,MO,TLG,19587,4094355.0
2026-04-17,LAZADA,MT,TLG,19233,3992051.0
2026-04-17,SHOPEE,MO,TLI,45893,10180394.0
2026-04-17,SHOPEE,MT,TLI,10543,1947613.0
2026-04-17,INDOSAT_MKT,MO,TLI,55255,12997264.0
2026-04-17,INDOSAT_MKT,MT,TLI,70597,10852709.0
2026-04-17,DANA,MO,TLI,60316,13952060.0
2026-04-17,DANA,MT,TLI,62157,13482278.0
2026-04-17,SHOPEE,MO,TSV,44019,7037776.0
2026-04-17,SHOPEE,MT,TSV,59057,13594303.0
2026-04-17,GOJEK,MO,TSV,54917,12902365.0
2026-04-17,GOJEK,MT,TSV,42625,7922235.0
2026-04-17,BANK_BCA,MO,TSV,49066,9088880.0
2026-04-17,BANK_BCA,MT,TSV,41802,7426679.0
2026-04-18,INDOSAT_MKT,MO,GAH,12338,2109034.0
2026-04-18,INDOSAT_MKT,MT,GAH,36357,7810527.0
2026-04-18,OVO,MO,GAH,26599,5993604.0
2026-04-18,OVO,MT,GAH,14982,3512859.0
2026-04-18,MYXL,MO,GAH,7733,1418049.0
2026-04-18,MYXL,MT,GAH,40208,9006026.0
2026-04-18,INDOSAT_MKT,MO,INS,8104,1733812.0
2026-04-18,INDOSAT_MKT,MT,INS,18461,3917054.0
2026-04-18,MYXL,MO,INS,13863,3128275.0
2026-04-18,MYXL,MT,INS,13891,2451318.0
2026-04-18,TOKOPEDIA,MO,INS,34429,6371410.0
2026-04-18,TOKOPEDIA,MT,INS,27476,6582646.0
2026-04-18,LAZADA,MO,INS,14131,3475249.0
2026-04-18,LAZADA,MT,INS,23436,3552727.0
2026-04-18,LAZADA,MO,MVN,38498,7846872.0
2026-04-18,LAZADA,MT,MVN,30455,6451803.0
2026-04-18,MYXL,MO,MVN,8196,1392189.0
2026-04-18,MYXL,MT,MVN,8416,1861338.0
2026-04-18,GRAB,MO,MVN,26780,6299215.0
2026-04-18,GRAB,MT,MVN,9914,2196831.0
2026-04-18,DANA,MO,MVN,34851,6460677.0
2026-04-18,DANA,MT,MVN,10525,2548374.0
2026-04-18,MYXL,MO,TLG,17418,3383509.0
2026-04-18,MYXL,MT,TLG,4993,871730.0
2026-04-18,TOKOPEDIA,MO,TLG,13529,2932440.0
2026-04-18,TOKOPEDIA,MT,TLG,19189,2928931.0
2026-04-18,INDOSAT_MKT,MO,TLG,17112,3992654.0
2026-04-18,INDOSAT_MKT,MT,TLG,18845,3289115.0
2026-04-18,OVO,MO,TLI,22700,3958154.0
2026-04-18,OVO,MT,TLI,3837,904585.0
2026-04-18,SHOPEE,MO,TLI,32114,7508031.0
2026-04-18,SHOPEE,MT,TLI,27787,5713903.0
2026-04-18,GOJEK,MO,TLI,36350,6151289.0
2026-04-18,GOJEK,MT,TLI,13898,3263118.0
2026-04-18,BANK_BCA,MO,TLI,30856,6563858.0
2026-04-18,BANK_BCA,MT,TLI,27250,6122510.0
2026-04-18,MYXL,MO,TSV,20312,4144398.0
2026-04-18,MYXL,MT,TSV,8883,2183522.0
2026-04-18,DANA,MO,TSV,11676,2126973.0
2026-04-18,DANA,MT,TSV,16052,3684828.0
2026-04-18,INDOSAT_MKT,MO,TSV,10455,1669268.0
2026-04-18,INDOSAT_MKT,MT,TSV,36152,7983641.0
2026-04-18,GOJEK,MO,TSV,43991,7977701.0
2026-04-18,GOJEK,MT,TSV,15499,3440943.0
2026-04-18,TOKOPEDIA,MO,TSV,42599,9887558.0
2026-04-18,TOKOPEDIA,MT,TSV,19581,3848227.0
2026-04-19,BANK_BCA,MO,GAH,12865,1958201.0
2026-04-19,BANK_BCA,MT,GAH,31005,6383917.0
2026-04-19,OVO,MO,GAH,5621,1346703.0
2026-04-19,OVO,MT,GAH,33049,7824606.0
2026-04-19,GRAB,MO,GAH,12146,1899363.0
2026-04-19,GRAB,MT,GAH,27423,4292831.0
2026-04-19,SHOPEE,MO,GAH,22838,4726903.0
2026-04-19,SHOPEE,MT,GAH,3984,881903.0
2026-04-19,MYXL,MO,GAH,27845,5376396.0
2026-04-19,MYXL,MT,GAH,11215,2788281.0
2026-04-19,DANA,MO,GAH,17090,3694518.0
2026-04-19,DANA,MT,GAH,23373,4764342.0
2026-04-19,LAZADA,MO,GAH,21732,3978115.0
2026-04-19,LAZADA,MT,GAH,40343,9272501.0
2026-04-19,DANA,MO,INS,29922,6246061.0
2026-04-19,DANA,MT,INS,7426,1569745.0
2026-04-19,GOJEK,MO,INS,35829,6856637.0
2026-04-19,GOJEK,MT,INS,12411,2770826.0
2026-04-19,INDOSAT_MKT,MO,INS,18485,4583877.0
2026-04-19,INDOSAT_MKT,MT,INS,16585,3873824.0
2026-04-19,LAZADA,MO,INS,4350,934992.0
2026-04-19,LAZADA,MT,INS,34869,7771139.0
2026-04-19,BANK_BCA,MO,INS,23074,3666703.0
2026-04-19,BANK_BCA,MT,INS,32128,6663356.0
2026-04-19,MYXL,MO,INS,33357,7688501.0
2026-04-19,MYXL,MT,INS,28726,6309422.0
2026-04-19,OVO,MO,INS,11672,2739728.0
2026-04-19,OVO,MT,INS,14545,2321183.0
2026-04-19,GOJEK,MO,MVN,11115,1956802.0
2026-04-19,GOJEK,MT,MVN,16812,2902828.0
2026-04-19,DANA,MO,MVN,7950,1462578.0
2026-04-19,DANA,MT,MVN,9033,1828159.0
2026-04-19,MYXL,MO,MVN,3563,847745.0
2026-04-19,MYXL,MT,MVN,6241,1549023.0
2026-04-19,SHOPEE,MO,MVN,6113,1334291.0
2026-04-19,SHOPEE,MT,MVN,9652,1610449.0
2026-04-19,BANK_BCA,MO,MVN,35767,5410039.0
2026-04-19,BANK_BCA,MT,MVN,28902,5447315.0
2026-04-19,LAZADA,MO,TLG,14391,2429895.0
2026-04-19,LAZADA,MT,TLG,30665,5157199.0
2026-04-19,INDOSAT_MKT,MO,TLG,16594,4108300.0
2026-04-19,INDOSAT_MKT,MT,TLG,8277,1963385.0
2026-04-19,TOKOPEDIA,MO,TLG,9863,2070952.0
2026-04-19,TOKOPEDIA,MT,TLG,16349,3909760.0
2026-04-19,GRAB,MO,TLI,5395,1313841.0
2026-04-19,GRAB,MT,TLI,10936,2523159.0
2026-04-19,GOJEK,MO,TLI,23304,5674600.0
2026-04-19,GOJEK,MT,TLI,8241,1523805.0
2026-04-19,OVO,MO,TLI,13630,2848815.0
2026-04-19,OVO,MT,TLI,14603,3505057.0
2026-04-19,BANK_BCA,MO,TLI,31422,5320246.0
2026-04-19,BANK_BCA,MT,TLI,9465,2363734.0
2026-04-19,OVO,MO,TSV,9897,2146367.0
2026-04-19,OVO,MT,TSV,6693,1230404.0
2026-04-19,GRAB,MO,TSV,26824,4402841.0
2026-04-19,GRAB,MT,TSV,37187,6278431.0
2026-04-19,DANA,MO,TSV,30843,4754727.0
2026-04-19,DANA,MT,TSV,6505,1572005.0
2026-04-19,LAZADA,MO,TSV,38048,8792540.0
2026-04-19,LAZADA,MT,TSV,7610,1786656.0
2026-04-19,SHOPEE,MO,TSV,8887,1922714.0
2026-04-19,SHOPEE,MT,TSV,24980,6024844.0
2026-04-20,LAZADA,MO,GAH,41160,6731618.0
2026-04-20,LAZADA,MT,GAH,26304,4716200.0
2026-04-20,GRAB,MO,GAH,56336,10727716.0
2026-04-20,GRAB,MT,GAH,50821,8041859.0
2026-04-20,DANA,MO,GAH,8735,1739348.0
2026-04-20,DANA,MT,GAH,44244,9119808.0
2026-04-20,OVO,MO,GAH,51168,9240417.0
2026-04-20,OVO,MT,GAH,40034,9091092.0
2026-04-20,MYXL,MO,GAH,13591,2755643.0
2026-04-20,MYXL,MT,GAH,10469,1767250.0
2026-04-20,TOKOPEDIA,MO,GAH,16389,2961689.0
2026-04-20,TOKOPEDIA,MT,GAH,78999,16137813.0
2026-04-20,GOJEK,MO,GAH,52068,11659364.0
2026-04-20,GOJEK,MT,GAH,69408,10605286.0
2026-04-20,DANA,MO,INS,69996,15668885.0
2026-04-20,DANA,MT,INS,75229,17672953.0
2026-04-20,SHOPEE,MO,INS,70532,13195295.0
2026-04-20,SHOPEE,MT,INS,13577,3272956.0
2026-04-20,INDOSAT_MKT,MO,INS,16037,3138816.0
2026-04-20,INDOSAT_MKT,MT,INS,28302,6770846.0
2026-04-20,MYXL,MO,INS,41192,6479351.0
2026-04-20,MYXL,MT,INS,34705,6924603.0
2026-04-20,BANK_BCA,MO,INS,93351,19981045.0
2026-04-20,BANK_BCA,MT,INS,8219,1270028.0
2026-04-20,SHOPEE,MO,MVN,31659,7873864.0
